Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
Unemployed,45-54,PhD,Technology,Bangalore,High,21,112400,
Unemployed,25-34,High School,Healthcare,Mumbai,Low,18,20700,
Unemployed,Unknown,Bachelor's,Retail,Hyderabad,Medium,Unknown,33200,
Employed,45-54,High School,Technology,Suburban,High,Unknown,50100,
Unknown,Unknown,Bachelor's,Technology,Hyderabad,Medium,Unknown,113000,2027-01-02
Unemployed,35-44,High School,unknown,Mumbai,Unknown,Unknown,33200,2027-02-02
Employed,35-44,Diploma,Retail,Bangalore,Unknown,16,20900,2027-03-02
Employed,18-24,Bachelor's,Finance,Rural,High,26,113400,2027-04-02
Unemployed,25-34,Diploma,Fintech,Rural,Unknown,8,126000,2027-05-02
Employed,18-24,Bachelor's,Retail,Delhi,Medium,27,136600,2027-06-02
Employed,18-24,Bachelor's,Fintech,Suburban,Medium,Unknown,8400,2027-07-02
Employed,25-34,Bachelor's,Retail,Urban,Low,18,143900,2027-08-02
Employed,35-44,Bachelor's,Technology,Hyderabad,High,30,9400,2027-09-02
Unemployed,18-24,Diploma,unknown,Unknown,Medium,5,33200,2027-10-02
Employed,18-24,High School,Fintech,Unknown,Unknown,9,80800,2027-11-02
Unemployed,25-34,Master’s,Retail,Urban,High,11,66000,2027-12-02
Unknown,25-34,Master’s,Healthcare,Delhi,Low,17,30000,
Unemployed,55+,Master’s,Retail,Urban,Low,Unknown,99200,
Unemployed,55+,Master’s,Technology,Urban,Unknown,18,146000,
Unknown,35-44,PhD,Fintech,Rural,Unknown,Unknown,57600,
Employed,Unknown,Diploma,Retail,Urban,High,13,95200,
Unemployed,45-54,PhD,Retail,Rural,Low,20,36100,
Unemployed,18-24,High School,Technology,Hyderabad,High,Unknown,47300,
Unemployed,18-24,Master’s,Education,Urban,High,29,103200,
Unemployed,35-44,High School,Retail,Urban,High,26,33200,
Employed,45-54,Bachelor's,Finance,Hyderabad,Medium,Unknown,94000,
Employed,55+,Diploma,unknown,Rural,Medium,Unknown,35100,
Unemployed,55+,Bachelor's,Finance,Suburban,Unknown,Unknown,104700,
Unemployed,35-44,Bachelor's,Technology,Mumbai,Medium,0,118800,
Employed,Unknown,High School,Fintech,Urban,Medium,19,114300,
Employed,55+,Diploma,Finance,Rural,Medium,Unknown,33200,
Employed,35-44,PhD,Technology,Unknown,Medium,24,33200,
Unemployed,Unknown,PhD,Finance,Bangalore,Medium,29,33200,2027-01-03
Employed,Unknown,Diploma,Healthcare,Mumbai,Unknown,Unknown,95200,2027-02-03
Employed,18-24,Bachelor's,Retail,Delhi,High,Unknown,123900,2027-03-03
Employed,25-34,Bachelor's,Retail,Hyderabad,Unknown,29,136500,2027-04-03
Unemployed,18-24,Unknown,Retail,Urban,Medium,12,105100,2027-05-03
Employed,18-24,High School,Retail,Bangalore,Medium,7,85100,2027-06-03
Employed,18-24,PhD,Healthcare,Rural,High,7,100800,2027-07-03
Employed,18-24,Bachelor's,unknown,Urban,Unknown,Unknown,27200,2027-08-03
Unemployed,18-24,Diploma,Technology,Mumbai,Medium,0,51100,2027-09-03
Unemployed,55+,Bachelor's,Fintech,Rural,High,7,79200,2027-10-03
Unemployed,45-54,Bachelor's,Technology,Hyderabad,High,Unknown,10700,2027-11-03
Employed,Unknown,Diploma,Retail,Hyderabad,Medium,8,91300,2027-12-03
Unemployed,45-54,Bachelor's,Healthcare,Delhi,Low,Unknown,65200,
Employed,55+,Master’s,unknown,Urban,Unknown,13,98700,
Employed,55+,Bachelor's,Technology,Delhi,Medium,Unknown,59500,
Unemployed,55+,PhD,Technology,Hyderabad,Low,1,138300,
Employed,18-24,High School,Retail,Rural,Unknown,9,43500,
Unknown,25-34,PhD,Finance,Bangalore,Medium,Unknown,9400,
Unemployed,18-24,Unknown,Technology,Delhi,Medium,1,34800,
Unknown,45-54,Bachelor's,Healthcare,Mumbai,Low,24,126400,
Unemployed,Unknown,High School,Education,Hyderabad,Unknown,Unknown,33200,
Unemployed,45-54,Bachelor's,Healthcare,Urban,High,25,79900,
Unemployed,Unknown,Diploma,Education,Hyderabad,High,Unknown,69000,
Employed,25-34,PhD,Healthcare,Unknown,High,Unknown,101400,
Unemployed,25-34,High School,Technology,Hyderabad,High,2,46000,
Unemployed,35-44,High School,Healthcare,Urban,Low,Unknown,131800,
Unemployed,18-24,High School,Technology,Mumbai,Low,Unknown,149100,
Unemployed,Unknown,Bachelor's,Finance,Mumbai,Unknown,Unknown,35600,
Unknown,25-34,PhD,Fintech,Rural,Unknown,27,77100,
Unemployed,18-24,Bachelor's,Healthcare,Suburban,Medium,Unknown,56400,
Unemployed,25-34,Bachelor's,Retail,Mumbai,High,18,83000,
Employed,18-24,Diploma,Technology,Suburban,High,10,21400,2027-01-04
Employed,Unknown,High School,Technology,Mumbai,Unknown,20,82600,2027-02-04
Employed,55+,PhD,Finance,Urban,Low,Unknown,106100,2027-03-04
Employed,18-24,Diploma,Retail,Bangalore,High,17,33200,2027-04-04
Employed,25-34,High School,Fintech,Hyderabad,Low,24,29900,2027-05-04
Unemployed,25-34,Bachelor's,Finance,Hyderabad,Medium,Unknown,125600,2027-06-04
Employed,45-54,Bachelor's,Fintech,Mumbai,Medium,Unknown,33200,2027-07-04
Unemployed,55+,Diploma,Healthcare,Hyderabad,Medium,Unknown,22700,2027-08-04
Unemployed,18-24,High School,Fintech,Hyderabad,High,6,138500,2027-09-04
Employed,18-24,High School,Education,Bangalore,High,25,12100,2027-10-04
Employed,45-54,Master’s,unknown,Rural,Low,6,33200,2027-11-04
Unemployed,Unknown,High School,Finance,Rural,High,1,19800,2027-12-04
Employed,25-34,High School,Technology,Unknown,High,16,119600,
Unemployed,45-54,Unknown,unknown,Delhi,Low,Unknown,22500,
Unknown,35-44,Bachelor's,Retail,Rural,Unknown,Unknown,149300,
Unknown,25-34,High School,Retail,Urban,Low,12,109300,
Employed,18-24,Bachelor's,Education,Unknown,High,Unknown,112600,
Employed,25-34,Diploma,Technology,Mumbai,Low,15,132900,
Employed,25-34,PhD,Healthcare,Urban,Medium,Unknown,33200,
Unemployed,18-24,PhD,Fintech,Mumbai,High,Unknown,57400,
Employed,35-44,Unknown,Retail,Mumbai,Medium,1,54900,
Unemployed,45-54,High School,Retail,Mumbai,Medium,Unknown,33200,
Unemployed,25-34,PhD,Healthcare,Suburban,Medium,7,68300,
Employed,35-44,High School,Retail,Bangalore,Low,17,68700,
Unemployed,25-34,PhD,Healthcare,Urban,Low,10,90800,
Unknown,45-54,Master’s,Retail,Urban,Unknown,Unknown,91400,
Unemployed,18-24,Master’s,unknown,Suburban,Low,29,115000,
Employed,18-24,Bachelor's,Retail,Urban,High,5,87200,
Unemployed,35-44,Unknown,Fintech,Rural,High,Unknown,100100,
Unemployed,25-34,Bachelor's,Fintech,Urban,Unknown,Unknown,58000,
Unemployed,35-44,Diploma,Technology,Suburban,Low,Unknown,33200,2027-01-05
Unemployed,55+,Bachelor's,Finance,Mumbai,Medium,21,123600,2027-02-05
Unemployed,35-44,Diploma,Retail,Unknown,High,21,141100,2027-03-05
Unemployed,45-54,Diploma,Retail,Urban,Medium,Unknown,33200,2027-04-05
Employed,25-34,Master’s,Retail,Delhi,High,Unknown,80700,2027-05-05
Unemployed,45-54,Bachelor's,Healthcare,Rural,Low,Unknown,47100,2027-06-05
Unknown,25-34,Diploma,Healthcare,Delhi,High,6,33200,2027-07-05
Employed,18-24,Bachelor's,Finance,Bangalore,High,Unknown,33200,2027-08-05
Employed,35-44,Bachelor's,Healthcare,Unknown,Low,Unknown,50500,2027-09-05
Employed,Unknown,High School,Finance,Rural,High,Unknown,33200,2027-10-05
Unemployed,35-44,Unknown,Healthcare,Mumbai,High,Unknown,33200,2027-11-05
Unemployed,25-34,High School,Education,Urban,High,13,43000,2027-12-05
Unknown,Unknown,Unknown,Retail,Urban,High,12,41900,
Unknown,18-24,High School,Retail,Unknown,Low,19,5800,
Employed,18-24,Diploma,Finance,Delhi,Low,Unknown,149300,
Employed,18-24,Bachelor's,Healthcare,Delhi,Low,Unknown,6500,
Employed,25-34,Master’s,Technology,Bangalore,Low,4,122500,
Employed,25-34,Master’s,Retail,Mumbai,Medium,Unknown,140800,
Employed,18-24,Bachelor's,Education,Hyderabad,Low,Unknown,33200,
Unknown,45-54,Master’s,Finance,Delhi,Unknown,Unknown,27100,
Employed,25-34,High School,Technology,Mumbai,High,Unknown,110800,
Unemployed,25-34,High School,Technology,Rural,Low,Unknown,18800,
Unemployed,25-34,Bachelor's,Retail,Delhi,Low,20,33200,
Unemployed,25-34,High School,Retail,Suburban,Low,19,33200,
Unemployed,25-34,PhD,Retail,Delhi,Low,29,34700,
Unemployed,18-24,High School,unknown,Hyderabad,Medium,Unknown,64100,
Unemployed,Unknown,Master’s,Healthcare,Bangalore,Medium,2,33200,
Unknown,45-54,Unknown,Technology,Rural,Unknown,Unknown,16400,
Employed,Unknown,Master’s,Retail,Hyderabad,Low,14,14100,
Employed,25-34,Bachelor's,Technology,Hyderabad,High,3,82900,
Employed,35-44,PhD,unknown,Delhi,Low,Unknown,49700,
Employed,25-34,PhD,Healthcare,Urban,Medium,0,33200,2027-01-06
Unknown,25-34,Bachelor's,Technology,Bangalore,Medium,Unknown,118600,2027-02-06
Employed,18-24,Bachelor's,Retail,Urban,Medium,Unknown,33200,2027-03-06
Unemployed,25-34,Master’s,unknown,Unknown,High,Unknown,33200,2027-04-06
Employed,18-24,High School,Finance,Bangalore,High,Unknown,88600,2027-05-06
Employed,45-54,PhD,Healthcare,Suburban,Unknown,Unknown,110000,2027-06-06
Employed,45-54,Bachelor's,Healthcare,Rural,High,2,20200,2027-07-06
Employed,45-54,Diploma,Retail,Hyderabad,Medium,27,54800,2027-08-06
Unemployed,25-34,PhD,Retail,Bangalore,Low,22,33200,2027-09-06
Unemployed,25-34,Diploma,Education,Hyderabad,Medium,Unknown,33200,2027-10-06
Unemployed,25-34,PhD,unknown,Urban,High,16,53100,2027-11-06
Unknown,18-24,Master’s,Retail,Urban,Low,Unknown,39600,2027-12-06
Unemployed,25-34,Bachelor's,Healthcare,Urban,High,Unknown,33200,
Employed,25-34,PhD,Finance,Bangalore,Medium,22,60300,
Unemployed,18-24,Bachelor's,Technology,Delhi,Unknown,15,33200,
Employed,55+,Master’s,Fintech,Urban,Unknown,Unknown,33200,
Unemployed,Unknown,Diploma,Healthcare,Suburban,Medium,Unknown,50600,
Unemployed,45-54,High School,Fintech,Delhi,Unknown,10,33200,
Employed,Unknown,Master’s,Retail,Hyderabad,Medium,Unknown,115300,
Employed,18-24,High School,Finance,Hyderabad,High,Unknown,70900,
Employed,25-34,High School,Retail,Rural,Low,16,26200,
Unemployed,25-34,Unknown,Fintech,Urban,High,Unknown,145300,
Unemployed,45-54,Bachelor's,Technology,Unknown,Medium,18,33200,
Unemployed,55+,Diploma,Retail,Urban,Medium,3,33200,
Employed,45-54,Bachelor's,Technology,Mumbai,High,14,16400,
Employed,18-24,PhD,Technology,Bangalore,Unknown,2,88000,
Employed,25-34,PhD,Education,Rural,Low,Unknown,33200,
Employed,25-34,High School,Education,Unknown,High,0,98500,
Employed,18-24,Master’s,Technology,Mumbai,High,Unknown,33200,
Employed,35-44,High School,Healthcare,Urban,High,Unknown,59000,
Unemployed,35-44,Master’s,Healthcare,Hyderabad,Low,Unknown,119600,2027-01-07
Unemployed,35-44,PhD,Retail,Rural,Medium,3,142800,2027-02-07
Unemployed,25-34,PhD,Fintech,Rural,High,27,28500,2027-03-07
Employed,18-24,High School,Healthcare,Mumbai,Medium,6,37900,2027-04-07
Unemployed,35-44,High School,Retail,Hyderabad,Low,4,32100,2027-05-07
Employed,45-54,Diploma,Finance,Delhi,Medium,9,89800,2027-06-07
Unemployed,Unknown,Master’s,Healthcare,Rural,Low,Unknown,103100,2027-07-07
Unemployed,Unknown,Bachelor's,Healthcare,Bangalore,High,Unknown,119700,2027-08-07
Employed,18-24,PhD,Healthcare,Urban,Unknown,Unknown,33200,2027-09-07
Unemployed,35-44,Master’s,Technology,Suburban,High,26,72100,2027-10-07
Employed,45-54,PhD,Fintech,Unknown,Unknown,Unknown,33200,2027-11-07
Employed,55+,PhD,Technology,Unknown,Medium,12,59400,2027-12-07
Employed,55+,Bachelor's,Finance,Rural,High,Unknown,100400,
Employed,Unknown,PhD,Retail,Unknown,Low,Unknown,91200,
Unemployed,25-34,Master’s,Education,Mumbai,Low,22,89300,
Employed,18-24,Bachelor's,Healthcare,Rural,Medium,Unknown,45200,
Employed,18-24,Diploma,unknown,Suburban,Medium,28,132100,
Employed,25-34,Diploma,Healthcare,Unknown,Low,Unknown,83300,
Employed,Unknown,Master’s,Healthcare,Mumbai,High,Unknown,40200,
Unemployed,45-54,PhD,Fintech,Urban,High,9,132200,
Unemployed,18-24,Master’s,Retail,Bangalore,High,8,139200,
Unemployed,55+,Master’s,Healthcare,Bangalore,Low,11,34300,
Unemployed,18-24,High School,Retail,Delhi,Low,10,133700,
Unemployed,35-44,High School,unknown,Bangalore,Unknown,Unknown,108500,
Unknown,35-44,Diploma,Finance,Bangalore,Low,Unknown,61700,
Unemployed,18-24,PhD,Healthcare,Unknown,High,Unknown,79900,
Unemployed,55+,PhD,Retail,Suburban,Medium,22,125000,
Unemployed,18-24,High School,Technology,Urban,Unknown,12,95200,
Employed,55+,Unknown,unknown,Delhi,Unknown,Unknown,124800,
Employed,25-34,Bachelor's,unknown,Hyderabad,Medium,7,104200,
Unknown,Unknown,Master’s,Technology,Urban,Low,22,136300,
Employed,25-34,High School,Retail,Delhi,Low,Unknown,33200,2027-01-08
Employed,35-44,Master’s,unknown,Bangalore,Medium,Unknown,33200,2027-02-08
Employed,18-24,Bachelor's,unknown,Rural,High,Unknown,113400,2027-03-08
Employed,45-54,High School,Technology,Unknown,Low,26,33200,2027-04-08
Unemployed,45-54,Bachelor's,Healthcare,Rural,Low,24,54900,2027-05-08
Unknown,18-24,Bachelor's,Technology,Delhi,Medium,9,103000,2027-06-08
Unemployed,25-34,Bachelor's,Technology,Delhi,Medium,Unknown,86400,2027-07-08
Employed,18-24,PhD,Technology,Urban,Low,26,76300,2027-08-08
Unknown,18-24,High School,Retail,Suburban,Low,25,139000,2027-09-08
Unemployed,18-24,Unknown,Retail,Urban,Medium,27,58600,2027-10-08
Employed,18-24,Master’s,Retail,Suburban,Low,Unknown,135500,2027-11-08
Employed,18-24,Diploma,Healthcare,Urban,Unknown,22,68300,2027-12-08
Unemployed,55+,Bachelor's,Retail,Delhi,Low,1,51700,
Employed,35-44,Master’s,Finance,Delhi,Medium,Unknown,33200,
Unemployed,Unknown,PhD,Retail,Rural,Low,0,126100,
Unknown,18-24,Diploma,Finance,Urban,Unknown,14,93400,
Employed,55+,Master’s,unknown,Hyderabad,Low,29,33200,
Unknown,25-34,Master’s,Healthcare,Delhi,High,Unknown,25200,
Unemployed,25-34,Master’s,Healthcare,Mumbai,Medium,16,114200,
Unknown,25-34,High School,Retail,Hyderabad,Unknown,12,103700,
Employed,18-24,Bachelor's,Education,Suburban,Medium,Unknown,76200,
Employed,Unknown,PhD,unknown,Urban,Medium,3,147900,
Unemployed,35-44,High School,Finance,Urban,Medium,30,65500,
Unknown,25-34,Bachelor's,Healthcare,Urban,High,28,149300,
Unemployed,25-34,Diploma,Healthcare,Suburban,Low,Unknown,33200,
Employed,25-34,Diploma,Technology,Bangalore,High,23,33200,
Employed,Unknown,High School,Technology,Rural,High,Unknown,107700,
Unemployed,45-54,High School,Technology,Hyderabad,Low,Unknown,33200,
Employed,55+,PhD,unknown,Bangalore,Low,5,142800,
Unemployed,25-34,PhD,Fintech,Urban,Low,Unknown,77200,
Employed,35-44,Bachelor's,Technology,Bangalore,Unknown,Unknown,8200,
Employed,Unknown,Diploma,Fintech,Delhi,High,Unknown,33200,2027-01-09
Unknown,35-44,Diploma,unknown,Unknown,High,Unknown,38200,2027-02-09
Unemployed,25-34,Diploma,Education,Unknown,High,Unknown,33200,2027-03-09
Unemployed,25-34,Bachelor's,Retail,Urban,High,2,15200,2027-04-09
Employed,55+,Diploma,unknown,Suburban,High,Unknown,33200,2027-05-09
Unemployed,55+,Master’s,Finance,Delhi,Medium,23,33200,2027-06-09
Unemployed,18-24,High School,Retail,Mumbai,Low,29,25900,2027-07-09
Unemployed,35-44,PhD,Healthcare,Unknown,Medium,Unknown,28800,2027-08-09
Employed,25-34,High School,Finance,Hyderabad,High,Unknown,33200,2027-09-09
Unemployed,18-24,High School,Retail,Delhi,Low,Unknown,41600,2027-10-09
Unemployed,Unknown,Bachelor's,Healthcare,Hyderabad,Unknown,16,33200,2027-11-09
Employed,25-34,Unknown,Retail,Urban,Medium,4,33200,2027-12-09
Unknown,55+,High School,Retail,Delhi,Medium,Unknown,16900,
Employed,25-34,Master’s,Healthcare,Urban,High,25,133500,
Unemployed,25-34,Bachelor's,Retail,Urban,Unknown,Unknown,105500,
Employed,35-44,Master’s,Fintech,Delhi,Unknown,Unknown,25500,
Employed,45-54,High School,Healthcare,Unknown,High,7,105400,
Unknown,25-34,High School,Technology,Mumbai,Unknown,12,34000,
Unemployed,45-54,High School,Fintech,Mumbai,Low,Unknown,113200,
Employed,Unknown,PhD,Finance,Rural,Low,27,83600,
Employed,25-34,Master’s,Healthcare,Suburban,Unknown,3,147900,
Employed,18-24,PhD,Fintech,Suburban,Unknown,4,17200,
Unemployed,35-44,High School,Finance,Suburban,Low,27,33200,
Unemployed,35-44,Master’s,Fintech,Hyderabad,Low,Unknown,7000,
Employed,25-34,PhD,Retail,Suburban,Medium,21,33200,
Employed,18-24,Bachelor's,Fintech,Delhi,High,Unknown,33200,
Unemployed,55+,Master’s,Healthcare,Unknown,High,11,77200,
Employed,18-24,Bachelor's,Technology,Rural,Medium,Unknown,137500,
Unemployed,45-54,Diploma,Retail,Suburban,Medium,28,12600,
Employed,25-34,Bachelor's,Finance,Bangalore,High,18,142900,
Unemployed,18-24,Bachelor's,Technology,Bangalore,Low,21,33200,2027-01-10
Unemployed,25-34,Unknown,unknown,Mumbai,Medium,14,33200,2027-02-10
Employed,18-24,High School,Education,Urban,High,Unknown,33200,2027-03-10
Employed,35-44,PhD,Technology,Mumbai,Low,23,129200,2027-04-10
Unknown,25-34,PhD,Retail,Urban,High,8,33200,2027-05-10
Unknown,25-34,High School,Retail,Bangalore,Low,Unknown,68800,2027-06-10
Employed,18-24,Diploma,Technology,Urban,High,6,103300,2027-07-10
Unemployed,25-34,High School,Education,Urban,Medium,14,63800,2027-08-10
Unknown,Unknown,Unknown,unknown,Suburban,High,11,140300,2027-09-10
Employed,55+,Bachelor's,Fintech,Rural,Low,Unknown,73000,2027-10-10
Unemployed,25-34,High School,Healthcare,Hyderabad,Medium,9,114500,2027-11-10
Employed,18-24,Diploma,Finance,Delhi,Low,13,59500,2027-12-10
Unemployed,18-24,Unknown,Retail,Hyderabad,Medium,25,43400,2027-13-10
Employed,Unknown,Bachelor's,Finance,Suburban,Medium,Unknown,17800,2027-14-10
Employed,45-54,High School,Healthcare,Delhi,Unknown,Unknown,14100,2027-15-10
Employed,Unknown,Master’s,Healthcare,Urban,Medium,9,33200,2027-16-10
Employed,Unknown,Master’s,Fintech,Hyderabad,Unknown,Unknown,33200,2027-17-10
Employed,25-34,Unknown,Healthcare,Urban,High,Unknown,119400,2027-18-10
Unknown,55+,Master’s,Fintech,Delhi,Low,Unknown,101200,2027-19-10
Employed,Unknown,PhD,Technology,Rural,Unknown,Unknown,96900,2027-20-10
Unemployed,Unknown,Unknown,Finance,Hyderabad,High,7,33200,2027-21-10
Unknown,18-24,Master’s,Finance,Rural,Medium,7,80700,2027-22-10
Unknown,25-34,Diploma,Education,Rural,Medium,Unknown,30000,2027-23-10
Unemployed,25-34,Bachelor's,Technology,Suburban,Medium,Unknown,38400,2027-24-10
Unemployed,55+,Unknown,unknown,Hyderabad,High,11,122000,2027-25-10
Employed,35-44,Unknown,Technology,Urban,Medium,Unknown,41000,2027-26-10
Unemployed,25-34,Bachelor's,Technology,Hyderabad,Medium,16,34600,2027-27-10
Employed,25-34,Master’s,Healthcare,Unknown,Medium,Unknown,33200,2027-28-10
Employed,18-24,Master’s,Retail,Hyderabad,Unknown,7,148200,2027-29-10
Unemployed,35-44,High School,Finance,Bangalore,Medium,Unknown,88000,2027-30-10
Employed,45-54,Bachelor's,Retail,Unknown,Low,26,60000,2027-31-10
Employed,55+,Bachelor's,Education,Unknown,High,Unknown,78300,2027-01-11
Employed,35-44,Master’s,Fintech,Unknown,High,22,38900,2027-02-11
Unknown,25-34,Master’s,unknown,Unknown,High,15,67800,2027-03-11
Unemployed,25-34,Bachelor's,Retail,Suburban,Unknown,Unknown,33200,2027-04-11
Unknown,18-24,Bachelor's,Technology,Delhi,Unknown,17,44000,2027-05-11
Unknown,18-24,High School,unknown,Urban,Medium,Unknown,111900,2027-06-11
Unemployed,35-44,Unknown,Fintech,Suburban,Medium,19,11500,2027-07-11
Employed,25-34,Bachelor's,Education,Mumbai,High,Unknown,41600,2027-08-11
Employed,45-54,Unknown,Retail,Unknown,High,Unknown,28100,2027-09-11
Employed,25-34,Bachelor's,Fintech,Unknown,Low,Unknown,97500,2027-10-11
Employed,25-34,Master’s,Technology,Unknown,Low,19,43100,2027-11-11
Unemployed,18-24,Bachelor's,Finance,Suburban,High,Unknown,128400,2027-12-11
Unemployed,45-54,Bachelor's,Retail,Bangalore,Unknown,17,127000,2027-13-11
Employed,18-24,Bachelor's,Finance,Mumbai,High,7,33200,2027-14-11
Unknown,25-34,Bachelor's,Finance,Urban,Unknown,21,106900,2027-15-11
Unemployed,45-54,High School,Retail,Unknown,Medium,Unknown,15800,2027-16-11
Unemployed,35-44,Diploma,Retail,Bangalore,High,Unknown,122700,2027-17-11
Employed,35-44,PhD,Technology,Urban,Unknown,21,18100,2027-18-11
Employed,55+,Bachelor's,Technology,Urban,High,20,75100,2027-19-11
Unemployed,55+,PhD,Retail,Hyderabad,Medium,27,83600,2027-20-11
Employed,55+,High School,Healthcare,Urban,Low,Unknown,33200,2027-21-11
Unemployed,18-24,Master’s,Healthcare,Mumbai,Medium,Unknown,120600,2027-22-11
Unemployed,35-44,Bachelor's,Healthcare,Rural,Unknown,8,40700,2027-23-11
Employed,25-34,Bachelor's,Education,Unknown,Medium,Unknown,16300,2027-24-11
Unemployed,18-24,Bachelor's,Fintech,Mumbai,Medium,29,146300,2027-25-11
Unemployed,18-24,PhD,Fintech,Urban,Low,10,7200,2027-26-11
Unknown,45-54,High School,Retail,Rural,Medium,0,28900,2027-27-11
Unemployed,25-34,High School,Education,Suburban,Medium,Unknown,37100,2027-28-11
Employed,45-54,High School,Retail,Unknown,Low,Unknown,33200,2027-29-11
Unemployed,35-44,Unknown,Healthcare,Urban,High,5,104200,2027-30-11
Employed,45-54,Unknown,Healthcare,Urban,High,Unknown,35500,2027-01-12
Unemployed,45-54,High School,Technology,Hyderabad,High,25,33200,2027-02-12
Unemployed,45-54,Master’s,Healthcare,Urban,High,Unknown,39500,2027-03-12
Unemployed,18-24,PhD,Finance,Suburban,High,Unknown,104500,2027-04-12
Employed,55+,Diploma,Fintech,Urban,High,Unknown,148900,2027-05-12
Employed,18-24,PhD,Healthcare,Delhi,Unknown,8,83200,2027-06-12
Employed,25-34,Master’s,Technology,Unknown,Low,Unknown,20000,2027-07-12
Employed,18-24,High School,Fintech,Urban,High,Unknown,124500,2027-08-12
Employed,18-24,Unknown,Finance,Mumbai,Low,Unknown,124600,2027-09-12
Unemployed,18-24,Master’s,Healthcare,Urban,High,9,33200,2027-10-12
Employed,18-24,High School,Healthcare,Bangalore,Low,Unknown,33200,2027-11-12
Unemployed,18-24,Diploma,Retail,Urban,Medium,5,33200,2027-12-12
Unemployed,45-54,High School,Finance,Urban,Low,16,77300,2027-13-12
Unemployed,45-54,Unknown,Technology,Bangalore,Medium,Unknown,45300,2027-14-12
Employed,18-24,Unknown,Healthcare,Suburban,Medium,20,33200,2027-15-12
Employed,18-24,High School,Technology,Unknown,High,Unknown,38600,2027-16-12
Employed,35-44,High School,unknown,Mumbai,High,Unknown,127700,2027-17-12
Unemployed,55+,High School,Fintech,Suburban,Unknown,28,43800,2027-18-12
Employed,25-34,Master’s,Retail,Bangalore,High,30,97500,2027-19-12
Employed,25-34,PhD,Retail,Unknown,Medium,Unknown,90800,2027-20-12
Employed,18-24,PhD,Retail,Rural,Low,Unknown,76000,2027-21-12
Employed,18-24,Master’s,Healthcare,Suburban,High,Unknown,33200,2027-22-12
Unemployed,25-34,High School,unknown,Rural,Low,17,10300,2027-23-12
Employed,Unknown,Bachelor's,Technology,Unknown,Medium,Unknown,33200,2027-24-12
Employed,55+,Bachelor's,unknown,Bangalore,Medium,Unknown,52500,2027-25-12
Employed,18-24,Bachelor's,Technology,Bangalore,Unknown,22,145500,2027-26-12
Employed,25-34,Bachelor's,Technology,Unknown,Unknown,Unknown,39200,2027-27-12
Unemployed,45-54,High School,Education,Urban,Medium,Unknown,124400,2027-28-12
Unemployed,25-34,Bachelor's,Technology,Hyderabad,Low,10,33200,2027-29-12
Unemployed,18-24,Bachelor's,Fintech,Unknown,Medium,13,13000,2027-30-12
Employed,18-24,PhD,Healthcare,Suburban,Medium,Unknown,97900,2027-31-12
Unemployed,55+,PhD,Technology,Mumbai,Medium,Unknown,33200,2028-01-01
Unemployed,35-44,Master’s,Healthcare,Urban,High,Unknown,33200,2028-02-01
Unknown,55+,PhD,Fintech,Delhi,High,Unknown,17100,2028-03-01
Employed,45-54,Bachelor's,Education,Bangalore,High,3,133900,2028-04-01
Unemployed,Unknown,Master’s,unknown,Delhi,Medium,Unknown,96500,2028-05-01
Unemployed,Unknown,High School,Technology,Delhi,High,15,64500,2028-06-01
Employed,45-54,Bachelor's,Retail,Mumbai,High,3,58500,2028-07-01
Unemployed,45-54,Bachelor's,Retail,Bangalore,High,3,34200,2028-08-01
Employed,25-34,Master’s,Education,Suburban,Medium,10,10700,2028-09-01
Unemployed,55+,PhD,Finance,Hyderabad,Medium,0,46600,2028-10-01
Unemployed,35-44,High School,Technology,Hyderabad,Unknown,Unknown,119200,2028-11-01
Employed,25-34,PhD,Finance,Unknown,Medium,Unknown,123900,2028-12-01
Unemployed,18-24,High School,Retail,Hyderabad,Low,Unknown,10900,
Employed,Unknown,High School,Retail,Urban,Low,13,67800,
Unemployed,25-34,Master’s,unknown,Mumbai,High,Unknown,33200,
Unknown,18-24,Master’s,unknown,Mumbai,High,Unknown,135400,
Employed,Unknown,Master’s,Retail,Unknown,High,Unknown,65400,
Unemployed,35-44,Bachelor's,Technology,Unknown,High,10,75600,
Employed,25-34,High School,Education,Suburban,Medium,Unknown,33200,
Unknown,45-54,Master’s,Technology,Bangalore,High,20,33200,
Unemployed,35-44,PhD,Education,Suburban,Medium,Unknown,72800,
Employed,Unknown,PhD,Healthcare,Urban,Low,1,54000,
Employed,Unknown,PhD,Education,Mumbai,High,22,68700,
Unemployed,25-34,Master’s,Fintech,Delhi,Unknown,17,33200,
Unemployed,25-34,Master’s,Healthcare,Hyderabad,High,25,140800,
Unemployed,18-24,PhD,Retail,Suburban,Low,Unknown,113400,
Employed,35-44,Diploma,Technology,Unknown,Unknown,Unknown,54400,
Unemployed,18-24,Diploma,unknown,Delhi,High,Unknown,33200,
Employed,35-44,Bachelor's,Healthcare,Rural,Medium,Unknown,54000,
Unknown,25-34,Diploma,Healthcare,Urban,Medium,Unknown,58000,
Employed,55+,PhD,Technology,Suburban,Medium,Unknown,33200,
Unemployed,45-54,Unknown,Healthcare,Suburban,High,25,87300,2028-01-02
Employed,35-44,PhD,Healthcare,Hyderabad,Low,21,33200,2028-02-02
Unemployed,35-44,Diploma,Finance,Urban,Medium,Unknown,33200,2028-03-02
